question;a;b;c;answer;file;level;points;category;box
Czy w tej sytuacji, skrÍcajπc w lewo do zajezdni, masz pierwszeÒstwo przed pojazdem nadjeødøajπcym z przeciwka?;;;;T;7A4201.jpg;0;3;PT;P4
Czy wyjeødøajπc z zajezdni, masz pierwszeÒstwo przed pojazdami poruszajπcymi siÍ drogπ poprzecznπ?;;;;N;7A4202.jpg;0;3;PT;P4
Czy w tej sytuacji, wyjeødøajπc z pÍtli, masz obowiπzek ustπpiÊ pierwszeÒstwa w razie nadjeødøania tramwaju z prawej strony?;;;;T;7A4252.wmv;0;3;PT;P4
Czy w tej sytuacji, skrÍcajπc w lewo do zajezdni, masz obowiπzek ustπpiÊ pierwszeÒstwa pojazdowi nadjeødøajπcemu z przeciwka?;;;;N;7A4253.jpg;0;3;PT;P4
Czy w tej sytuacji podczas skrÍtu, masz obowiπzek sygnalizowaÊ zamiar zmiany kierunku jazdy?;;;;T;7A4301.jpg;0;1;PT;P9
Czy w tej sytuacji masz obowiπzek sygnalizowaÊ zamiar skrÍtu?;;;;N;7A4302.wmv;0;1;PT;P9
Czy w tej sytuacji podczas skrÍtu w lewo masz obowiπzek ustπpiÊ pierwszeÒstwa pojazdom nadjeødøajπcym z przeciwka?;;;;N;7A4303.jpg;0;1;PT;P9
Czy w tej sytuacji masz obowiπzek sygnalizowaÊ zamiar skrÍtu?;;;;T;7A4304.wmv;0;1;PT;P9
Czy takie ustawienie zwrotnicy umoøliwi manewr skrÍtu w prawo na skrzyøowaniu?;;;;N;7A4305.jpg;0;1;PT;P9
Czy cofanie tramwajem dwuwagonowym jest zawsze zabronione?;;;;N;7A4401.jpg;0;2;PT;P10
Czy masz prawo zatrzymaÊ na zwrotnicy tramwaj dwuwagonowy, ktÛrym cofasz?;;;;N;7A4402.jpg;0;2;PT;P10
Czy w tej sytuacji masz prawo wyprzedziÊ rowerzystÍ?;;;;T;7A4403.wmv;0;2;PT;P10
Czy w tej sytuacji, kierujπc tramwajem, masz prawo wyprzedziÊ rowerzystÍ bezpoúrednio przed oznakowanym przejúciem dla pieszych?;;;;T;7A4404.jpg;0;2;PT;P10
Czy w tej sytuacji, na obszarze zabudowanym, masz prawo wyprzedziÊ pojazd straøy miejskiej wysy≥ajπcy niebieski sygna≥ úwietlny i sygna≥ düwiÍkowy o zmiennym tonie?;;;;N;7A4405.jpg;0;2;PT;P10
Czy na obszarze zabudowanym masz prawo wyprzedziÊ pojazd uprzywilejowany?;;;;N;7A4406.jpg;0;2;PT;P10
Czy w tej sytuacji masz prawo wyprzedziÊ motocyklistÍ zachowujπc odstÍp 1 m?;;;;T;7A4407.jpg;0;2;PT;P10
Czy bÍdπc wyprzedzanym przez inny pojazd masz prawo zwiÍkszyÊ prÍdkoúÊ?;;;;N;7A4408.jpg;0;2;PT;P10
Czy podczas wyprzedzania masz prawo przekroczyÊ dopuszczalnπ prÍdkoúÊ obowiπzujπcπ na danym odcinku drogi?;;;;N;7A4409.jpg;0;2;PT;P10
Czy kierujπc tramwajem, masz prawo uøywaÊ úwiate≥ przeciwmg≥owych tylnych, gdy zmniejszona przejrzystoúÊ powietrza ogranicza widocznoúÊ poniøej 50 m?;;;;T;7A502.jpg;0;1;PT;P11
Czy kierujπc tramwajem, masz prawo na nieoúwietlonej drodze uøywaÊ úwiate≥ drogowych, jeøeli nie oúlepisz innych kierujπcych?;;;;T;7A503.jpg;0;1;PT;P11
Czy kierujπc tramwajem, masz w tej sytuacji prawo wy≥πczyÊ úwiat≥a mijania?;;;;N;7A504.jpg;0;1;PT;P11
Czy kierujπc tramwajem podczas zatrzymania wynikajπcego z warunkÛw ruchu drogowego w warunkach zmniejszonej przejrzystoúci powietrza, moøesz uøywaÊ úwiate≥ przeciwmg≥owych przednich?;;;;T;7A505.jpg;0;1;PT;P11
Czy podczas zatrzymania tramwaju, ktÛre wynika z warunkÛw ruchu drogowego, masz obowiπzek w≥πczyÊ úwiat≥a awaryjne?;;;;N;7A506.jpg;0;1;PT;P11
Czy kierujπc tramwajem podczas jazdy od úwitu do zmierzchu, w warunkach normalnej przejrzystoúci powietrza, masz prawo uøywaÊ úwiate≥ do jazdy w dzieÒ zamiast úwiate≥ mijania?;;;;T;7A507.jpg;0;1;PT;P11
Czy kierujπc tramwajem podczas jazdy od zmierzchu do úwitu po nieoúwietlonych drogach na obszarze zabudowanym masz prawo uøywaÊ úwiate≥ drogowych?;;;;T;7A509.jpg;0;1;PT;P11
Czy kierujπc tramwajem z w≥πczonymi úwiat≥ami drogowymi powinieneú prze≥πczyÊ je na mijania w przypadku zbliøania siÍ do pojedynczego pieszego?;;;;N;7A510.jpg;0;1;PT;P11
Czy kierujπc tramwajem z w≥πczonymi úwiat≥ami drogowymi masz obowiπzek prze≥πczyÊ je na úwiat≥a mijania w przypadku moøliwoúci oúlepienia pieszych idπcych w kolumnie?;;;;T;7A511.jpg;0;1;PT;P11
Czy kierujπc tramwajem z w≥πczonymi úwiat≥ami drogowymi masz obowiπzek prze≥πczyÊ je na úwiat≥a mijania w przypadku zbliøania siÍ do innego tramwaju, jeúli istnieje moøliwoúÊ oúlepienia kierujπcego?;;;;T;7A512.jpg;0;1;PT;P11
Czy w tej sytuacji moøesz uøyÊ sygna≥u düwiÍkowego?;;;;T;7A513.wmv;0;1;PT;P11
Czy w tej sytuacji masz obowiπzek zachowaÊ szczegÛlnπ ostroønoúÊ?;;;;T;7B101.jpg;0;3;PT;P12
Czy wyjeødøajπc z zajezdni na drogÍ, masz obowiπzek zachowaÊ szczegÛlnπ ostroønoúÊ?;;;;T;7B151.jpg;0;3;PT;P12
Czy w tej sytuacji powinieneú rozpoczπÊ hamowanie?;;;;T;7B152.wmv;0;3;PT;P12
Czy w tej sytuacji masz prawo uøyÊ sygna≥u düwiÍkowego?;;;;T;7B153.wmv;0;3;PT;P12
Czy w tej sytuacji masz obowiπzek zachowaÊ ostroønoúÊ?;;;;T;7B154.wmv;0;3;PT;P12
Czy w tej sytuacji masz obowiπzek zachowaÊ szczegÛlnπ ostroønoúÊ?;;;;T;7B155.wmv;0;3;PT;P12
Czy w tej sytuacji masz obowiπzek zatrzymaÊ siÍ w miejscu wskazanym przez liniÍ warunkowego zatrzymania?;;;;T;7B201.jpg;0;3;PT;P13
Czy w tej sytuacji masz prawo kontynuowaÊ jazdÍ pod warunkiem ustπpienia pierwszeÒstwa pieszym?;;;;N;7B202.jpg;0;3;PT;P13
Czy w tej sytuacji powinieneú przygotowaÊ siÍ do hamowania?;;;;T;7B250.wmv;0;3;PT;P13
Czy w tej sytuacji powinieneú uwaønie obserwowaÊ pieszych znajdujπcych siÍ na przystanku?;;;;T;7B253.wmv;0;3;PT;P13
Czy w tej sytuacji masz obowiπzek ustπpiÊ pierwszeÒstwa pieszym?;;;;T;7B254.wmv;0;3;PT;P13
Czy w tej sytuacji, kierujπc tramwajem, masz prawo uøyÊ sygna≥u düwiÍkowego?;;;;T;7B301.jpg;0;3;PT;P14
Czy w tej sytuacji, kierujπc tramwajem, masz obowiπzek ustπpiÊ pierwszeÒstwa rowerzyúcie, ktÛry jedzie drogπ dla rowerÛw?;;;;T;7B302.jpg;0;3;PT;P14
Czy masz prawo wyprzedziÊ rowerzystÍ, jeúli odstÍp tramwaju od niego wynosi 0,5 m?;;;;N;7B303.jpg;0;3;PT;P14
Czy masz obowiπzek upewniÊ siÍ, øe wszyscy pasaøerowie wysiedli z tramwaju, zanim wjedziesz na teren zajezdni?;;;;T;7B450.jpg;0;1;PT;P15
Czy masz prawo wjechaÊ na teren zajezdni nie upewniajπc siÍ, øe wszyscy pasaøerowie wysiedli z tramwaju?;;;;N;7B451.jpg;0;1;PT;P15
Czy masz obowiπzek zabezpieczyÊ tramwaj przed moøliwoúciπ samoczynnego ruszenia w przypadku, gdy zamierzasz siÍ od niego oddaliÊ?;;;;T;7B452.jpg;0;1;PT;P15
Czy zanim oddalisz siÍ od tramwaju, masz obowiπzek zabezpieczyÊ go przed moøliwoúciπ uruchomienia przez osobÍ niepowo≥anπ?;;;;T;7B453.jpg;0;1;PT;P15
Czy uczestniczπc w wypadku drogowym, w ktÛrym sπ ranni, masz prawo oddaliÊ siÍ z miejsca zdarzenia po wezwaniu s≥uøb ratunkowych?;;;;N;7C150.jpg;0;2;PT;P16
Czy uczestniczπc w wypadku drogowym, w ktÛrym sπ ranni, masz prawo zjechaÊ ze skrzyøowania, aby nie utrudniaÊ ruchu innym pojazdom?;;;;N;7C151.jpg;0;2;PT;P16
Czy uczestniczπc w wypadku drogowym, w ktÛrym sπ ranni, masz obowiπzek pozostawiÊ tramwaj w miejscu zdarzenia?;;;;T;7C152.jpg;0;2;PT;P16
Czy uczestniczπc w wypadku drogowym, w ktÛrym nie ma zabitych lub rannych, masz obowiπzek wezwaÊ PolicjÍ?;;;;N;7C153.jpg;0;2;PT;P16
Czy uczestniczπc w wypadku drogowym, masz obowiπzek podaÊ swoje dane personalne na øπdanie innej osoby uczestniczπcej w tym wypadku?;;;;T;7C155.jpg;0;2;PT;P16
Czy uczestniczπc w wypadku drogowym, masz obowiπzek udzieliÊ niezbÍdnej pomocy poszkodowanemu, chociaø nie masz uprawnieÒ ratownika medycznego?;;;;T;7C156.jpg;0;2;PT;P16
Czy uczestniczπc w wypadku drogowym masz obowiπzek podaÊ swoje dane personalne na øπdanie pasaøera tramwaju uczestniczπcego w tym wypadku?;;;;T;7C157.jpg;0;2;PT;P16
Czy zaøycie amfetaminy moøe powodowaÊ zwiÍkszenie sk≥onnoúci motorniczego do ryzykownych i agresywnych zachowaÒ?;;;;T;7C250.jpg;0;3;PT;P17
Czy zaøywanie lekÛw uspokajajπcych lub nasennych, moøe wp≥ywaÊ na sposÛb kierowania tramwajem?;;;;T;7C251.jpg;0;3;PT;P17
Czy spoøyty alkohol wp≥ywa na zmianÍ pola widzenia kierujπcego tramwajem?;;;;T;7C252.jpg;0;3;PT;P17
Czy substancje psychoaktywne, wp≥ywajπ na zdolnoúÊ bezpiecznego kierowania tramwajem, nawet przez doúwiadczonego motorniczego?;;;;T;7C253.jpg;0;3;PT;P17
Czy w kaødym przypadku, po zaøyciu leku przepisanego przez lekarza, moøesz kierowaÊ tramwajem?;;;;N;7C254.jpg;0;3;PT;P17
Czy zamierzajπc kierowaÊ tramwajem po zaøyciu lekÛw, powinieneú upewniÊ siÍ, øe nie majπ one negatywnego wp≥ywu na twÛj stan psychofizyczny?;;;;T;7C255.jpg;0;3;PT;P17
Z jakπ maksymalnπ dopuszczalnπ prÍdkoúciπ moøesz jechaÊ kierujπc tramwajem na drodze jednojezdniowej posiadajπcej jeden pas ruchu w kaødym kierunku, oznaczonej tym znakiem?;60 km/h.;70 km/h.;80 km/h.;B;8A101.jpg;1;3;PT;PD1
Do jakiego miejsca obowiπzuje maksymalna prÍdkoúÊ podana na znaku?;Do rozwidlenia torowisk.;Do miejsca jej odwo≥ania za pomocπ odpowiedniego znaku.;Do najbliøszego skrzyøowania.;B;8A102.jpg;1;3;PT;PD1
Jaka powinna byÊ prÍdkoúÊ przejazdu przez krzyøownicÍ tramwajowπ?;Nie mniejsza niø wskazana na znaku.;Bezpieczna.;UwzglÍdniajπca prÍdkoúÊ wymijanego tramwaju.;B;8A103.jpg;1;3;PT;PD1
Do jakiego miejsca obowiπzuje maksymalna prÍdkoúÊ podana na tym znaku?;Do rozwidlenia torowisk.;Do najbliøszego przejúcia dla pieszych.;Do najbliøszego skrzyøowania drÛg.;A;8A105.jpg;1;3;PT;PD1
Jaka jest maksymalna dopuszczalna prÍdkoúÊ tramwaju na drodze oznaczonej tym znakiem na obszarze zabudowanym w godzinach od 5:00 do 23:00?;50 km/h.;60 km/h.;70 km/h.;A;8A106.jpg;1;3;PT;PD1
Jaka jest maksymalna dopuszczalna prÍdkoúÊ tramwaju na obszarze zabudowanym w godzinach od 23:00 do 5:00?;50 km/h.;60 km/h.;70 km/h.;B;8A107.jpg;1;3;PT;PD1
Z jakπ prÍdkoúciπ moøesz kierowaÊ tramwajem na drodze oznaczonej tym znakiem na obszarze zabudowanym w godzinach od 5:00 do 23:00?;50 km/h.;70 km/h.;90 km/h.;A;8A108.jpg;1;3;PT;PD1
W jakiej sytuacji najtrudniej jest oceniÊ odleg≥oúÊ od omijanego, zaparkowanego pojazdu?;Podczas deszczu.;Podczas mg≥y.;Gdy jezdnia wraz z torem zasypana jest úniegiem.;C;8B101.jpg;1;3;PT;PD3
Jaki odstÍp naleøy zachowaÊ od poprzedzajπcego tramwaju?;30-50 m podczas jazdy z prÍdkoúciπ 50 km/h.;30-70 m bez wzglÍdu na prÍdkoúÊ.;Bezpieczny, niezbÍdny do unikniÍcia zderzenia.;C;8B103.jpg;1;3;PT;PD3
W jaki sposÛb wykonasz hamowanie s≥uøbowe tramwajem?;Poprzez p≥ynne wciúniÍcie peda≥u hamulca nie dalej niø do ogranicznika, aby zatrzymaÊ siÍ w okreúlonym miejscu za jednym wciúniÍciem peda≥u.;Poprzez puszczenie czuwaka i wciúniÍcie peda≥u hamulca poza ogranicznik.;Poprzez puszczenie peda≥u czuwaka.;A;8B104.jpg;1;3;PT;PD3
Czy w tej sytuacji jednoczesna jazda obu tramwajÛw na wprost jest dozwolona?;Tak, bez ograniczeÒ.;Tak, pod warunkiem nieprzekraczania prÍdkoúci 5 km/h.;Nie.;C;8B201.jpg;1;3;PT;PD4
Jakie mogπ byÊ przyczyny nieprzylegania iglic zwrotnicy?;Obce przedmioty znajdujπce siÍ w miÍdzytorzu.;Woda.;Zalegajπcy tam únieg.;C;;1;3;PT;PD4
Co moøe byÊ przyczynπ nadmiernego poúlizgu?;Zalegajπce liúcie na szynach.;Woda w torowisku.;ånieg na szynach.;A;8B203.jpg;1;3;PT;PD4
Co moøe byÊ przyczynπ nadmiernego poúlizgu tramwaju podczas rozruchu i hamowania?;"Czarna szyna ""mada"".";Zapiaszczone torowisko.;Obfite opady úniegu.;A;8B204.jpg;1;3;PT;PD4
W jakim przypadku zalecane jest stosowanie piasecznic stanowiπcych wyposaøenie tramwaju?;Tylko na nawierzchni pokrytej wodπ.;Tylko na nawierzchni pokrytej úniegiem.;Na úliskiej szynie.;C;8B205.jpg;1;3;PT;PD4
Jakie czynniki mogπ ograniczaÊ pole widzenia motorniczego?;Osoby znajdujπce siÍ w kabinie.;Jedynie niekorzystne warunki atmosferyczne.;Reklamy umieszczone na bokach tramwaju.;A;8B350.jpg;1;3;PT;PD5
KtÛry z wymienionych czynnikÛw moøe mieÊ wp≥yw na zmniejszenie pola widzenia motorniczego?;Jedynie intensywne opady atmosferyczne.;Osoba znajdujπca siÍ w kabinie.;Ergonomia fotela.;B;8B351.jpg;1;3;PT;PD5
Czy wzrost prÍdkoúci moøe mieÊ wp≥yw na sposÛb postrzegania przez motorniczego?;Tak, wiÍksza prÍdkoúÊ powoduje zmianÍ postrzegania.;Nie, postrzeganie przy duøej prÍdkoúci nie rÛøni siÍ od postrzegania przy mniejszych prÍdkoúciach.;Tak, ale tylko w przypadku jazdy w warunkach ograniczonej widocznoúci.;A;8B352.jpg;1;3;PT;PD5
Jaki czynnik moøe zak≥ÛciÊ prawid≥owy sposÛb obserwacji drogi w czasie prowadzenia tramwaju w nocy?;Brak zdolnoúci rozrÛøniania kszta≥tÛw w mroku.;Uøywanie w≥aúciwie dobranych okularÛw do jazdy nocnej.;W≥aúciwa ostroúÊ wzroku kierujπcego.;A;8B353.jpg;1;3;PT;PD5
Czy moøesz przejeødøaÊ pod izolatorem sekcyjnym z wciúniÍtym peda≥em jazdy (przyspieszenia)?;Tak, ale z ograniczonπ prÍdkoúciπ.;Nie, poniewaø moøe to spowodowaÊ uszkodzenie sieci trakcyjnej i pantografu.;Tak, z zachowaniem szczegÛlnej ostroønoúci.;B;8B401.jpg;1;2;PT;PD6
Podczas przejazdu przez jakπ zwrotnicÍ ma miejsce jazda na/pod iglicÍ?;Tylko sprÍøynowπ.;PrawoskrÍtnπ najazdowπ.;LewoskrÍtnπ zjazdowπ.;B;8B402.jpg;1;2;PT;PD6
Co naleøy uwzglÍdniÊ podczas przejazdu przez krzyøownicÍ tramwajowπ?;LiczbÍ pasaøerÛw w tramwaju.;P≥ytkie rowki.;PrÍdkoúÊ tramwaju poprzedzajπcego i nastÍpnego.;B;8B403.jpg;1;2;PT;PD6
Jakie ustawienie nawrotnika moøe byÊ przyczynπ braku moøliwoúci jazdy tramwajem dwu-wagonowym?;"W pierwszym wagonie na ""P"" a w drugim wagonie na ""0"".";"W pierwszym wagonie na ""P"" a w drugim wagonie na ""P"".";"W pierwszym wagonie na ""T"" a w drugim wagonie na ""0"".";B;8B407.jpg;1;2;PT;PD6
Jakie ustawienie nawrotnika moøe byÊ przyczynπ braku moøliwoúci jazdy tramwajem jedno-wagonowym?;"Nawrotnik ustawiony na ""0"".";"Nawrotnik ustawiony na ""P"".";"Nawrotnik ustawiony na ""T"".";A;8B408.jpg;1;2;PT;PD6
Jakie ustawienie nawrotnika moøe byÊ przyczynπ braku moøliwoúci jazdy tramwajem dwu-wagonowym?;"W pierwszym wagonie na ""P"" a w drugim wagonie na ""0"".";"W pierwszym wagonie na ""P"" a w drugim wagonie na ""T"".";"W pierwszym wagonie na ""T"" a w drugim wagonie na ""0"".";B;8B409.jpg;1;2;PT;PD6
Co naleøy zrobiÊ w przypadku pojawienia siÍ nadmiernego poúlizgu kÛ≥ (buksowania) podczas rozruchu?;ZatrzymaÊ sk≥ad i nastÍpnie rozpoczπÊ ruszanie.;ZmniejszyÊ intensywnoúÊ rozpÍdzania tramwaju.;ZwiÍkszyÊ intensywnoúÊ rozpÍdzania tramwaju.;B;8B410.jpg;1;2;PT;PD6
Jak powinieneú ustawiÊ zwrotnicÍ najazdowπ sterowanπ hydraulicznie w przypadku koniecznoúci przejazdu podczas cofania sk≥adem dwu-wagonowym?;UstawiÊ jπ w poøπdanym kierunku jazdy.;UstawiÊ jπ dowolnie.;Nie nastawiaÊ jej, poniewaø ustawi siÍ samoczynnie pod ciÍøarem przejeødøajπcego tramwaju.;A;8B411.jpg;1;2;PT;PD6
Jak powinieneú ustawiÊ zwrotnicÍ zjazdowπ w przypadku koniecznoúci przejazdu podczas cofania tramwajem?;UstawiÊ jπ w przeciwnym kierunku jazdy.;UstawiÊ jπ dowolnie.;Nie nastawiaÊ jej, poniewaø ustawi siÍ samoczynnie pod ciÍøarem przejeødøajπcego tramwaju.;C;8B412.jpg;1;2;PT;PD6
Co s≥uøy do zmiany po≥oøenia iglicy w zwrotnicy sterowanej mechanicznie?;Nawrotnik.;Nastawiacz.;Nastawnik.;B;8B416.jpg;1;2;PT;PD6
Co s≥uøy do zmiany prÍdkoúci jazdy?;Nawrotnik.;Nastawnik.;Nastawiacz.;B;8B417.jpg;1;2;PT;PD6
Co umoøliwia jazdÍ tramwajem do ty≥u?;Nawrotnik.;Przestawiacz.;Nastawiacz.;A;8B418.jpg;1;2;PT;PD6
Czy moøesz kontynuowaÊ jazdÍ z pasaøerami, po stwierdzeniu awarii mechanizmu zamykania drugich drzwi, w pierwszym wagonie?;Nie.;"Tak, po zablokowaniu uszkodzonych drzwi i wy≥πczeniu ""blokady jazdy"".";Tak, z otwartymi drzwiami, ale tylko do najbliøszej pÍtli tramwajowej.;A;8C101.jpg;1;3;PT;PD7
KtÛrych z podanych rodzajÛw hamulcÛw, nie moøna sprawdziÊ na terenie zajezdni?;BÍbnowych (szczÍkowych).;Elektrodynamicznych.;Szynowych.;B;8C102.jpg;1;3;PT;PD7
KtÛrego, z podanych rodzajÛw hamulcÛw, nie ma moøliwoúci sprawdziÊ na terenie zajezdni?;Hamulca bezpieczeÒstwa.;Szynowego.;Elektrodynamicznego.;C;8C103.jpg;1;3;PT;PD7
Co, miÍdzy innymi, naleøy sprawdziÊ przed przystπpieniem do jazdy tramwajem dwuwagonowym?;Wyposaøenie apteczki.;Stan sprzÍgu pomiÍdzy wagonami.;Wyposaøenie wagonu w ostrzegawczy trÛjkπt odblaskowy.;B;8C104.jpg;1;3;PT;PD7
Co, miÍdzy innymi, naleøy sprawdziÊ przed przystπpieniem do jazdy tramwajem?;Stan nadwozia i zamocowanie foteli pasaøerskich, porÍczy.;Termin waønoúci dowodu rejestracyjnego tramwaju.;Wyposaøenie wagonu w ostrzegawczy trÛjkπt odblaskowy.;A;8C105.jpg;1;3;PT;PD7
W jakiej pozycji powinien znajdowaÊ siÍ sprzÍg podczas ≥πczenia wagonÛw tramwajowych?;Z≥oøony.;Roz≥oøony.;Pozycja sprzÍgu nie ma znaczenia.;B;8C106.jpg;1;3;PT;PD7
Czego nie naleøy robiÊ w trakcie sprzÍgania ze sobπ dwÛch wagonÛw?;LuzowaÊ hamulcÛw szczÍkowych wagonu sprzÍganego.;W≥πczaÊ úwiate≥ pozycyjnych.;OtwieraÊ drzwi w drugim wagonie.;A;8C107.jpg;1;3;PT;PD7
Czego nie naleøy robiÊ w trakcie sprzÍgania ze sobπ dwÛch wagonÛw?;ZwalniaÊ luzownikÛw wagonu sprzÍganego.;W≥πczaÊ úwiate≥ obrysowych bocznych.;StosowaÊ siÍ do zasad BHP.;A;8C108.jpg;1;3;PT;PD7
Czym moøe byÊ spowodowane roz≥πczenie stycznika liniowego w tramwaju?;Uszkodzonπ przetwornicπ.;Uszkodzonym nawrotnikiem.;Zwarciem w obwodach jednego z silnikÛw.;C;8C109.jpg;1;3;PT;PD7
Jaki dokument uprawnia do kierowania tramwajem?;Prawo jazdy kategorii B.;Prawo jazdy kategorii C.;Pozwolenie do kierowania tramwajem.;C;8C250.jpg;1;1;PT;PD8
KtÛry z wymienionych dokumentÛw powinieneú posiadaÊ przy sobie kierujπc tramwajem?;åwiadectwo kwalifikacji.;Prawo jazdy.;Pozwolenie na kierowanie tramwajem.;C;8C251.jpg;1;1;PT;PD8
Co mogπ spowodowaÊ niskie obrzeøa kÛ≥ biegowych?;Wypadanie kÛ≥ z torowiska.;Poúlizg kÛ≥ biegowych.;Zablokowanie zestawu ko≥owego.;A;8C301.jpg;1;1;PT;PD9
Co moøe spowodowaÊ wyszczerbiona wk≥adka grafitowa pantografu?;Znaczne zwiÍkszenie oporÛw toczenia tramwaju.;Ko≥ysanie sieci trakcyjnej.;Brak dzia≥ania akumulatorÛw zasilajπcych.;B;8C302.jpg;1;1;PT;PD9
Czym moøe byÊ spowodowane samoczynne za≥πczenie siÍ hamulcÛw szynowych?;Uszkodzeniem wa≥u napÍdowego w tylnym zestawie ko≥owym.;Uszkodzeniem przetwornicy prπdu.;ZaciπgniÍciem düwigni hamulca bezpieczeÒstwa przez pasaøera.;C;8C303.jpg;1;1;PT;PD9
Co naleøy zrobiÊ w przypadku braku zadzia≥ania zwrotnicy zdalnie sterowanej?;Prze≥oøyÊ zwrotnicÍ rÍcznie.;CofnπÊ wagon za punkt nastawczy i ponownie przejechaÊ.;JechaÊ wed≥ug ustawionego kierunku zak≥adajπc, iø zwrotnica jest zablokowana.;A;8C304.jpg;1;1;PT;PD9
Jaka powinna byÊ odleg≥oúÊ dolnej krawÍdzi odgarniacza od g≥Ûwki szyny?;150 mm.;120 mm.;100 mm.;C;8C306.jpg;1;1;PT;PD9
Co moøe byÊ przyczynπ wydobywania siÍ dymu z wÛzka napÍdowego?;Z≥e ustawienie nawrotnika w drugim wagonie.;Zwarcie w uzwojeniach silnika.;Nadmierny poúlizg kÛ≥ przy rozpÍdzaniu.;B;8C307.jpg;1;1;PT;PD9
Czy w przypadku stwierdzenia przepalenia jednej linki bocznikujπcej w pantografie dalsza jazda moøe byÊ kontynuowana?;Tak, bez ograniczeÒ.;Nie, poniewaø dalsza jazda moøe doprowadziÊ do zwarcia linki z nadwoziem tramwaju.;Nie, poniewaø moøe spowodowaÊ przepalenie siÍ drugiej linki pantografu.;C;8C308.jpg;1;1;PT;PD9
W jaki sposÛb naleøy wykonaÊ nag≥e hamowanie tramwajem?;W pierwszej fazie hamowania naleøy wcisnπÊ peda≥ hamulca do ogranicznika a nastÍpnie puúciÊ peda≥ czuwaka.;WcisnπÊ peda≥ hamulca poza ogranicznik bez zwalniania czuwaka.;WcisnπÊ peda≥ hamulca poza ogranicznik i zwolniÊ düwigniÍ czuwaka.;C;8C310.jpg;1;2;PT;PD6
Co moøe spowodowaÊ uszkodzona przetwornica wirujπca?;Brak moøliwoúci przestawienia nastawiacza.;Brak moøliwoúci przestawienia nawrotnika.;Brak ch≥odzenia aparatury elektrycznej.;C;8C311.jpg;1;1;PT;PD9
W jakiej sytuacji zaleca siÍ stosowanie piasecznic znajdujπcych siÍ na wyposaøeniu tramwaju?;Zawsze przy hamowaniu.;Tylko na nawierzchni pokrytej wodπ.;Przy nag≥ym hamowaniu awaryjnym.;C;8C312.jpg;1;2;PT;PD2
Co powinieneú zrobiÊ kierujπc tramwajem wyposaøonym w piasecznice w przypadku braku piasku w zbiornikach?;ZatrzymaÊ tramwaj i czekaÊ na obs≥ugÍ technicznπ.;Nape≥niÊ piasecznice øwirem.;Uzupe≥niÊ piasecznice specjalnym piaskiem na najbliøszym kraÒcu.;C;8C313.jpg;1;2;PT;PD2
O czym naleøy pamiÍtaÊ przed rozpoczÍciem holowania  sk≥adu tramwajÛw, uszkodzonego w wyniku kolizji?;O umieszczeniu trÛjkπta ostrzegawczego z ty≥u drugiego wagonu.;O umieszczeniu øÛ≥tego sygna≥u b≥yskowego.;O po≥πczeniu w sposÛb wykluczajπcy odczepienie siÍ w czasie jazdy.;C;8D101.jpg;1;2;PT;PD10
O czym naleøy pamiÍtaÊ przed rozpoczÍciem spychania sk≥adu tramwajÛw, uszkodzonego w wyniku kolizji ?;O w≥πczeniu úwiate≥ awaryjnych w pierwszym sk≥adzie.;O zwolnieniu luzownikÛw w uszkodzonym wagonie.;O usadowieniu pasaøerÛw na miejscach siedzπcych.;B;8D102.jpg;1;2;PT;PD10
O czym naleøy pamiÍtaÊ podczas spychania uszkodzonego w wyniku kolizji sk≥adu tramwajÛw?;O wyd≥uøeniu drogi hamowania.;O umieszczeniu ostrzegawczego trÛjkπta odblaskowego z ty≥u drugiego wagonu.;O usadowieniu pasaøerÛw na miejscach siedzπcych.;A;8D103.jpg;1;2;PT;PD10
Co powinieneú zrobiÊ w przypadku agresywnego zachowania pasaøera wobec Ciebie lub innych pasaøerÛw, gdy sytuacja utrudnia kierowanie pojazdem?;KontynuowaÊ jazdÍ do najbliøszego komisariatu policji.;ZatrzymaÊ pojazd i wezwaÊ odpowiednie s≥uøby.;Nie podejmowaÊ øadnych dzia≥aÒ.;B;8D150.jpg;1;2;PT;PD10
O co naleøy zadbaÊ, w pierwszej kolejnoúci, w przypadku poøaru tramwaju podczas jazdy?;O bezpieczeÒstwo pasaøerÛw i w≥asne.;O zminimalizowanie uszkodzeÒ pojazdu.;O jazdÍ zgodnπ z rozk≥adem jazdy.;A;8D151.jpg;1;2;PT;PD10
W jaki sposÛb zorganizowaÊ ewakuacjÍ pasaøerÛw, jeøeli w wyniku wypadku drogowego nastπpi≥a blokada drzwi?;WezwaÊ pomoc drogowπ.;SkorzystaÊ z wyjúÊ awaryjnych.;WezwaÊ Straø Poøarnπ.;B;8D152.jpg;1;2;PT;PD10
Jak naleøy siÍ zachowaÊ w przypadku poøaru wewnπtrz tramwaju, podczas jazdy?;DojechaÊ do najbliøszego przystanku i rozpoczπÊ ewakuacjÍ pasaøerÛw.;ZatrzymaÊ pojazd, uruchomiÊ gaúnicÍ i prÛbowaÊ samodzielnie ugasiÊ ogieÒ.;ZatrzymaÊ pojazd, opuúciÊ pantograf, otworzyÊ drzwi i rozpoczπÊ ewakuacjÍ pasaøerÛw.;C;8D153.jpg;1;2;PT;PD10
